Mass,Damping,Stiffness,Force,Max_Displacement
3.7633312087724566,0.9201186656687715,4.621631454981738,2.707449103577172,0.58582107421
3.0230071857436767,1.5881377946327049,2.7065940330704437,1.5478166788171652,0.57186879891
4.016781097064046,1.1627832925472525,18.479613121991537,14.091676313315684,0.76255256105
3.4818416924409483,0.1319339212985567,13.542425450180025,17.583614252741267,1.2984095292
1.939773519744283,1.38210281167986,16.620612443454778,8.595771491250286,0.51717537609
0.847068762238274,1.3993344514546384,1.1900697707677932,4.475381877143555,3.7606046192
3.2463704504299224,0.6146290882162428,3.9787186214165606,3.3117263396563237,0.83236002713
3.742896914689967,1.1244829311774518,7.714649664006853,6.6512804096350004,0.86216234039
3.8805902930048624,1.3273827321569367,18.49820016069643,12.656250218889818,0.68418819717
4.611490643501121,1.3654018130593348,9.989567044452656,18.67081738587939,1.869031691
2.357568860134869,0.6335132884900789,8.560072233095328,9.346325434154448,1.0918512344
2.014630225445006,0.11621623987529978,2.743263701400531,2.0984836165966776,0.76495876628
2.2917930622169385,1.327735785894624,17.477356274335325,16.848557333527378,0.96402207914
4.92318794651601,0.8757003443646978,19.177142088262123,3.4881550472483047,0.18189128657
0.6913235070332332,0.7916180015077203,16.523549246814632,10.13861341043167,0.6135856927
0.5190779651484674,1.8040112781526163,11.153767728219623,2.5126970848874555,0.22527787436
4.235790689363766,0.8005470136664333,4.33584453499243,10.365360702358158,2.3906209318
1.253450162137365,1.9608597970245518,17.72165760155602,12.021467115036193,0.67834890987
3.9935038528824953,0.6268484140311197,13.6618180019025,14.535927697596762,1.0639819456
1.7038234300312054,1.2561390799377814,3.955279725010276,15.110929186560611,3.8204451359
0.8477889231677609,0.7377827093579654,19.94117961744027,1.0347018535666819,0.051887695383
1.9529283516920424,0.9810188953801949,10.396566580777764,17.648132351990167,1.6974962085
4.763640243289039,0.9250158207865162,16.520413982567362,16.984637378536846,1.0280999857
